68,300352.SZ,计算机系统服务；数据处理；基础软件服务；应用软件服务；计算机软硬件及通信设备的研发、技术推广、技术转让、技术培训、维修、咨询、服务、销售；计算机软硬件的生产、组装；复制记录媒介(不含出版物)；技术进出口、货物进出口、代理进出口；销售计算机信息系统安全专用产品、经国家密码管理局审批并通过指定检测机构产品质量检测的商用密码产品；经国家密码管理机构批准的商用密码产品的开发；第二类增值电信业务中的信息服务业务(不含固定网电话信息服务)。(企业依法自主选择经营项目，开展经营活动，第二类增值电信业务中的信息服务业务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),1
72,300751.SZ,自动化设备及仪器研发、生产、销售及维修；各类新型材料研发、生产、销售；软件开发、销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或者禁止进出口的商品及技术除外）；自动化信息技术咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2
75,300292.SZ,互联网数据产品的研发、互联网信息服务，数字营销服务；电子产品、计算机软硬件、物联网信息技术与相关产品的研发、销售，提供技术服务与系统集成；物联网信息工程、智能系统工程、电子工程的设计、施工及维护；通信设备及元器件的研发、生产与销售； 各类广告设计、制作、代理、发布，图文设计制作，企业形象策划，市场营销策划；通信业务代理、代维、运营及通信技术服务（特许经营的除外）； 自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外）；实业投资。 第二类增值电信业务； （依法须经批准的项目，经相关部门批准后方可开展经营活动）,1
77,002706.SZ,许可项目： 各类工程建设活动。（ 依法须经批准的项目， 经相关部门批准后方可开展经营活动， 具体经营项目以相关部门批准文件或许可证件为准） 一般项目： 电器元件、成套设备及控制系统的研发、设计、制造、销售及技术服务， 智能家庭消费设备、 仪器仪表、 灯具、 照明器具、 电子产品的自动化设备销售， 从事智能科技、 安防科技、 建筑科技、 能源科技、 网络科技、 消防科技、 电子产品科技领域内的技术开发、 技术转让、 技术咨询、 技术服务， 人工智能行业应用系统集成服务、 工业设计服务， 合同能源管理， 机器设备的融物租赁，自有房屋的租赁，经营各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品及技术除外）。（ 除依法须经批准的项目外， 凭营业执照依法自助开展经营活动）,5
78,002531.SZ,从事设计、生产加工各类电力设备(风力发电设备)、船舶设备、起重设备(新型港口机械)、锅炉配套设备，销售公司自产产品；并提供相关技术咨询、技术服务。,5
79,300451.SZ,物联网技术、数据处理技术、 信息技术的技术开发、技术咨询、技术服务，经营增值电信业务（凭许可证经营)， 医疗器械生产（详见《医疗器械生产企业许可证》），医疗器械经营（限批发，范围详见《中华人民共和国医疗器械经营企业许可证》） ， 电子计算机软件的技术开发、咨询及服务、成果转让，电子计算机的安装、维修，智能楼宇工程、电子与智能化工程、消防设施工程、机电安装工程、灯光工程、音响工程、舞台机械工程的设计、施工，电子计算机及配件的批发，经营进出口业务， 信息系统工程监理，接受金融机构委托从事金融信息技术外包，接受金融机构委托从事金融业务流程外包。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,1
80,002649.SZ,信息技术开发、服务；计算机及相关设备软件的开发、设计、制作、测试、销售；为自产产品提供技术咨询和技术服务；计算机系统集成的设计、安装、调试、维护；以服务外包方式从事数据处理服务；企业管理咨询；信息技术培训；货物进出口、技术进出口、代理进出口。,1
81,002816.SZ,国内贸易（不含专营、专卖、专控商品）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营。）全系列超声波清洗机、高压喷洗机、碳氢化合物清洗机、电子玻璃平板清洗机、电子玻璃加工设备、工业纯水设备、中水回用设备和工程、污水处理设备和工程、废气处理设备和工程、电镀生产设备以及工控软件、嵌入式软件的开发、设计和销售、工业自动化设备、机器人及相关电子元器件和结构部件的生产加工。,2
82,300256.SZ,各种视窗防护屏、触控显示模组、新型显示器件及相关材料和组件的研发和制造；从事进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,3
85,300721.SZ,醇醚、醇醚醋酸酯系列产品的生产（按安全生产许可证所列范围经营）；危险化学品经营（按许可证所列范围和方式经营）；醇醚、醇醚醋酸酯系列产品（不含危险化学品）的生产；机动车制动液、汽车发动机冷却液产品的生产、销售；化工产品及原料（不含危险化学品）的销售；化工产品及其生产技术的研究、开发；自营和代理各类商品及技术的进出口业务（但国家限定企业经营或禁止进出口的商品和技术除外） ；售电业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,0
88,300447.SZ,许可经营项目：无；一般经营项目：光电传输线缆及组件、光电器件、微波器件、计算机软硬件、电子信息系统和冷却产品的研发、生产、销售、转让、咨询、试验、技术服务；本企业自产产品原辅材料、配套器材和电工器材的生产、销售。,5
94,300835.SZ,磁性材料系列产品、直流电机及部件系列产品、扬声器系列产品以及相关电子产品的研发、生产、销售；经营本企业和本企业成员企业自产产品及相关技术的出口业务(国家限定公司经营或禁止出口的商品除外)；经营本企业或本企业成员企业生产、科研所需要的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务(国家限定公司经营或禁止进口的商品除外)；经营来料加工和“三来一补”业务。,3
96,300219.SZ,电气机械和器材制造业（具体经营项目请登陆广州市商事主体信息公示平台查询。依法须经批准的项目，经相关部门批准后方可开展经营活动。）,3
99,300032.SZ,生产销售微电机和微电机组件、新型电子元器件及消费类电子；货物进出口和技术进出口(法律、行政法规限制和禁止的除外)。,3
100,002529.SZ,资源再生及综合利用技术，高新技术，新产品，比例、伺服液压技术开发；高技术复合材料(连续纤维增强热塑性复合材料和预浸料、树脂基复合材料、特种功能复合材料及制品、碳/碳复合材料及制品)生产；建材机械、建材、全自动液压压机生产；农业机械的生产、安装、调试、维修、销售及技术咨询。,2
105,002359.SZ,通信技术推广、技术开发、技术转让、技术咨询、技术服务；销售通信设备；租赁通信设备。本单位制造机械式停车设备安装、改造、维修(有效期限以许可证为准)生产销售铁塔、钢管塔、架构、管道和钢管柱及建筑用轻钢厂房、停车设备；本公司产品的出口业务及所需原材料的进口业务；公路标志、标线、护栏、隔离栅、防眩板工程施工及安装；机械式立体停车设备的维护及技术服务，承包与其实力、规模、业绩相适应的国外工程项目；备案范围内的进出口业务；经营电信业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动。),4
113,300025.SZ,经营增值电信业务(凭许可证经营)。计算机软、硬件及系统集成技术开发、技术服务、成果转让，通信工程的承包，通信网络设备、通信配线设备的生产、销售、安装、租赁，计算机软硬件产品和网络测试产品的生产、租赁，通信信息网络系统集成服务，网络信息产品、机电产品、互联网设备、仪器仪表及配件的销售、租赁，经营进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),4
115,002326.SZ,经公司登记机关核准，公司的经营范围：农药(不含危险化学品)的销售(凭许可证经营)。有机中间体(不含危险化学品和易制毒化学品)及其副产物(异丙醇、三苯基氧膦、氯化锂、硫酸钾、25%氢溴酸、氯化钾、93%硫酸的销售)、机械设备制造和销售，生物技术、农药技术、化学品技术开发、技术咨询、技术服务、仪器仪表、化工产品(不含危险化学品和易制毒化学品)、矿产品(除专控)、石油制品(不含成品油及危险化学品)、电子产品原料及产品的销售，从事进出口业务。,0
123,002289.SZ,生产、销售液晶显示器(不含国家限制项目，生产场地另设)；销售电子仪器仪表、电子元器件、电脑、通信产品(不含专营、专控、专卖商品)；进出口业务(凭资格证书经营)，机械设备租赁(不配备操作人员的机械设备租赁，不包括金融租赁活动)；自有物业租赁。,3
129,002280.SZ,通讯技术推广、技术开发、技术服务、技术咨询、技术转让；计算机技术培训；批发电子产品、计算机、软件及辅助设备、通讯设备；货物进出口、技术进出口、代理进出口；文化艺术交流活动策划（除演出及演出中介）；设计、制作、发布及代理国内外广告；通信及智能硬件产品设计、开发、销售，物业管理，自有房屋租赁，有色金属、煤炭（无储存）、钢材、办公设备、家用电器及零配件、 日用百货、体育用品、服装鞋帽、化妆品、针纺织品、箱包、钟表、母婴用品、玩具的销售，食品经营（凭许可证经营）、增值电信业务（凭许可证经营）。依法须经批准的项目，经相关部门批准后方可开展经营活动。）,1
132,300509.SZ,液体包装机械、水处理设备制造、销售；自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外）。（依法须批准的项目，经相关部门批准后方可开展经营活动）,2
133,300487.SZ,吸附及离子交换树脂、新能源及稀有金属提取分离材料、固相合成树脂、层析树脂、核级树脂和生物医药酶载体的研发、生产和销售；吸附、交换分离系统装置的研发、制造和销售；管道工程施工；机械设备（不含特种机械设备）、化工设备和机电设备的安装及系统集成；吸附分离应用技术的研发、技术咨询和服务；房屋租赁；物业管理；货物和技术的进出口经营（国家限制和禁止进出口货物和技术除外）。 （依法须经批准的项目，经相关部门批准后方可开展经营活动）,0
135,300684.SZ,经营本企业和成员企业自产产品及技术出口业务；本企业和成员企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务(国家限定公司经营和国家禁止进出口的商品除外)；经营进料加工和“三来一补”业务。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),0
136,002683.SZ,矿山工程施工总承包、爆破与拆除工程、土石方工程、地基与基础工程、隧道工程专业承包；民用爆破器材生产及销售本企业生产的民用爆炸物品；承包境外爆破与拆除、土石方工程和境内国际招标工程，上述境外工程所需的设备、材料出口；爆破作业项目的设计施工、安全评估以及安全监理；上述相关的技术研发与咨询服务，爆破清渣，机械设备租赁；基础工程、航道工程、民爆器材生产经营；工程技术研发与咨询服务；军工产品科研、生产与销售；产业投资、资产管理与基金管理；技术开发；企业管理与咨询、资产租赁服务。（以上各项具体按本公司有效证书经营）公司的经营范围以工商行政管理部门最终核定的为准。,0
137,002987.SZ,技术开发、技术推广、技术转让、技术咨询、技术服务；计算机技术培训；计算机系统服务；数据处理；计算机维修；基础软件服务、应用软件服务；销售开发后产品、计算机、软件及辅助设备、机械设备、电子产品；接受金融机构委托从事金融信息技术外包服务、接受金融机构委托从事金融业务流程外包服务、接受金融机构委托从事金融知识流程外包服务、接受金融机构委托从事银行网点引导员、银行后台集中作业业务记账处理、银行专业设备技术研发、银行现金清分整点管理、自助银行设备运营管理维护、数据处理、档案数字化加工及保管、金融业务咨询、柜员业务、劳务服务的外包服务；货物进出口、技术进出口、代理进出口；人才中介服务；劳务派遣（劳务派遣经营许可证有效期至2023年 05 月 25 日）；第二类增值电信业务中的呼叫中心业务（增值电信业务经营许可证有效期至 2023 年 05 月 18 日）。（ 市场主体依法自主选择经营项目，开展经营活动；人才中介服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。 ）,1
138,300555.SZ,通信设备(不含卫星通信设备)、有线电视网络设备及广播设备的设计、开发、制造、销售、安装、技术服务、技术转让；建筑智能化工程、通信系统工程的施工(凭有效资质证书经营)；智能化监控设备的生产、销售和技术服务；计算机软硬件的设计、开发、销售、安装、技术服务、技术转让；信息系统集成；自营各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)；电子产品、电子元器件、仪器仪表、智能控制系统的研发、安装、销售、技术服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),4
140,002346.SZ,"销售钢筋混凝土管桩、方桩、管片、企口管、建筑钢结构件、声屏障、商品混凝土，建材批发、零售，地基与基础工程施工，港口与航道工程施工;实业投资,国内贸易(除专项规定),资产管理,投资管理,投资咨询,从事货物进出口和技术进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】",5
144,002334.SZ,"电气传动产品(包括变频器、电梯驱动及控制产品、轨道交通及相关行业的电气传动及电气化产品)、工业自动化产品(控制器)、新能源产品(包括光伏逆变器、动态无功补偿器、UPS不间断电源)和各种软件的研发、设计、系统集成、生产、销售及技术服务(以上不含限制项目)；提供技术转让、技术咨询和技术服务；经营进出口业务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营)；信息技术服务、信息系统服务、企业管理服务、人力资源服务；房屋租赁、自有物业租赁、物业管理；自有知识产权的转让。",5
153,300235.SZ,计算机软、硬件、网络及教育软件和教学资源的开发、销售、咨询及其技术服务；计算机系统集成及相关技术服务、信息技术咨询；从事互联网文化活动；电子产品的开发、销售（不含二、三类医疗器械等需许可项目）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；投资兴办实业（具体项目另行申报）；房屋租赁。出版物批发；第二类增值电信业务中的信息服务业务（仅限互联网信息服务）（凭“中华人民共和国增值电信业务经营许可证粤B2-20110094经营）；第二类增值电信业务中的信息服务业务（不含互联网信息服务）（凭“中华人民共和国增值电信业务经营许可证B2-20173115经营” )。,1
158,300040.SZ,电力电子产品、高压变频器、高低压电气设备、箱式变电站、整流装臵、电气元件、继电保护产品、阀控密封铅酸蓄电池产品、汽车充电成套设备、储能系统、储能材料及器件的的研制、生产、销售和信息与技术咨询服务，计算机技术、计算机软件技术开发及应用，销售公司开发的新产品；新能源汽车充电运营服务；汽车租赁服务；新能源汽车销售；节能环保工程设备技术开发、技术服务及产品销售，设备租赁，实业投资，从事进口贸易；承装（修、试）电力设施，动产与不动产租赁，招标代理服务，风力、光伏、生物质等电站投资、设计、施工及运营（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,5
160,300563.SZ,通信技术的技术开发、技术咨询、技术服务及技术转让； 同轴电缆、专用电缆、连接器、连接器电缆组件、微波天线、馈线的技术开发、生产、销售；金丝材、银丝材、铜线材的加工； 模具、夹具的设计、开发及生产； 通讯器材（不含无线电发射装置及卫星电视广播地面接收设施）、金属材料、纺织原料、建材、塑料颗粒、 塑料制品的销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,4
163,300619.SZ,研发、设计、制造、安装、销售：化工机械及智能化装备、电池制造机械及智能化装备；设计、制造、销售：汽车五金配件；软件开发；销售：配套设备及配件；经营和代理各类商品及技术的进出口业务。(以上项目法律法规禁止的不得经营，须持许可证经营的持有效许可证经营)(依法须经批准的项目，经相关部门批准后方可开展经营活动。),2
164,002782.SZ,开发、生产经营高低频变压器、电源产品及相关电子零配件、ADSL话音分离器、电感、滤波器、电路板(不含印刷电路板)、连接器、镇流器及电脑周边产品；从事货物及技术进出口(不含分销、国家专营专控商品)；普通货运；自有物业租赁(艺华花园)。,5
166,300429.SZ,"电子专用材料及塑料制品的研发、生产及销售；化学原料的研发、生产（除危化品）及销售（危化品限《危化品经营许可证》核定范围）；科技中介服务及技术推广服务；自营和代理各类商品及技术的进出口业务,但国家限定企业经营或禁止进出口的商品和技术除外；电机配件和机械零部件加工制造；金属材料销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）",0
167,300706.SZ,金属、稀有金属、稀土、贵金属及其合金制成的真空蒸镀膜料、溅射靶材、石英制品、电子用高科技化学品的生产、研发和销售；光学元器件、平板显示器材料、导线支架、光学玻璃的生产、研发和销售；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。(依法须经批准的项目，经相关部门批准后方可开展经营活动),3
170,300540.SZ,空气分离设备、石油液化天然气分离设备、低温液体贮运设备、低温机械设备及压缩机、电器仪表、高真空低温液体输送管道、阀门备配件的设计、销售、安装调试及技术服备；特种设备设计；货物进出口。（以工商部门核定为准）。,2
171,300666.SZ,半导体、元器件专用材料开发、 生产及维修；新型电子元器件制造； 常用有色金属及贵金属压延加工； 金属材料、非金属材料、新材料的检测服务； 自营和代理货物和技术的进出口，但国家限定经营或禁止进出口的货物和技术除外，无分销业务（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,3
174,300334.SZ,生产、销售中空纤维膜、膜组件、膜分离设备、水处理设备及相关产品；以上产品及相关产品的进出口、批发、零售（不设店铺）、修理修配；水泵、阀门、管材、水箱、仪表、气动元件、电气设备、控制设备的批发；提供商品检验、检测服务（不含进出口商品的检验鉴定）；提供相关的设计、安装及技术咨询服务； 膜清洗服务及相关清洗药剂的销售； 工业与民用建筑材料、混凝土和混凝土添加剂、 钢材、新型复合材料制品、水泥制品、新型给排水管材、通风设备、 五金交电、金属材料、室内外装修装饰材料的销售； 提供水处理工程的设计及项目管理和相关的技术与管理服务； 从事环保工程专业和机电设备安装工程专业承包业务；提供环境污染治理设施运营管理服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2
177,300508.SZ,计算机软件、电子及机电产品专业领域内的技术开发、技术培训、技术咨询、技术服务，计算机软硬件、通讯设备、仪器仪表、机电产品的销售，运动控制系统的组装生产，各类货物及技术的进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),1
178,300365.SZ,技术开发、技术推广、技术转让、技术咨询、技术服务；企业征信服务；货物进出口、技术进出口；互联网信息服务。（企业依法自主选择经营项目，开展经营活动；互联网信息服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,1
183,300535.SZ,生产、销售：精细化工产品（不含化学危险品）、皮件、塑料、塑料制品；销售：化工原料（不含化学危险品）、 皮革、毛皮、羽毛及其制品、金属材料（不含稀贵金属）、建筑材料、日用百货、针纺织品、电线电缆、计算机及家电、农副产品（国家有专项规定的品种除外）；计算机软件开发；货物进出口、技术进出口；房屋租赁、仓储服务；普通货运。 （ 以上经营范围国家法律、行政法规、国务院决定限制或禁止的除外）,0
184,002937.SZ,电子元器件（包括频率控制与选择元件）、电子产品配件、塑料制品、五金配件、模具及其配件研发、设计、制造、加工；电镀加工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,3
186,300419.SZ,技术开发、技术转让、技术咨询、技术服务；计算机技术培训；基础软件服务、应用软件服务；计算机系统服务；数据处理；销售计算机、软件及辅助设备、计算机网络设备、电子产品、通讯设备； “经营电信业务”、“增值电信业务”。 以下项目限外埠经营：建筑智能化综合布线；视频监控及会议系统建设；计算机系统集成设备及强弱电安装服务；机电设备安装；数据中心建设。,1
190,300552.SZ,计算机与电子信息、无线数据终端、车联网终端产品、车载无线终端产品、机动车检测、光电子产品及雷达、车用电子产品、集成电路产品、微电子产品、半导体材料及器件的技术开发、技术服务、技术咨询；系统集成；产品设计；集成电路设计；集成电路芯片设计；产品安装；专业承包；销售自产产品；技术进出口；以下项目限分支机构经营：生产加工（装配）智能控制系统、控制仪表系统、载波通信传输设备、通信发射机、接收机、公路交通数据采集器、车载电子标签（ OBU）、路侧读写单元（ RSU）、自动化计量设备。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,1
192,300446.SZ,磁记录材料(包括:磁条、磁记录纸、航空判读带、航空磁带)、热敏纸、压印箔、电子功能材料、光电子材料、电磁波防护多功能膜、防伪功能性膜及涂层材料、导电导热膜及涂层材料、高性能膜材料、水处理剂和合成树脂的研发、制造、加工、销售(监控、易制毒、化学试剂、危险化学品及需取得前置行政许可的除外)；软件及辅助设备的研发与销售；机械设备租赁；房屋租赁；技术咨询与服务;货物或技术进出口(国家禁止或涉及行政审批的货物和技术进出口除外)。,0
195,300615.SZ,射频元器件、光电子元器件、精密零部件的开发、生产；精密模具设计与加工；机电一体化产品设计与开发、生产；销售自产产品； 国内贸易； 房屋租赁；经营进出口业务(法律、行政法规、国务院决定规定在登记前须经批准的项目除外，限制的项目须取得许可证方可经营)。,3
